subj	location	ic	date	tot_food_scans	num_fleshy_fruit_scans	sex	loc.code	elo.score	prop.dom.by.sex
Um	East	0	4/5/17	2	2	F	1	932	0.588235294
Um	East	0	4/7/17	1	1	F	1	932	0.588235294
Um	East	IC	4/7/17	1	1	F	1	932	0.588235294
Um	East	0	4/8/17	1	1	F	1	932	0.588235294
Um	East	0	4/9/17	3	3	F	1	932	0.588235294
Um	East	0	4/10/17	1	0	F	1	932	0.588235294
Um	West	0	4/16/17	2	2	F	0	932	0.588235294
Um	West	0	4/20/17	4	3	F	0	932	0.588235294
Um	West	0	4/21/17	1	0	F	0	932	0.588235294
Um	East	0	4/23/17	1	0	F	1	932	0.588235294
Um	East	0	4/24/17	2	2	F	1	932	0.588235294
Um	East	0	4/26/17	3	3	F	1	932	0.588235294
Um	East	0	4/27/17	1	1	F	1	932	0.588235294
Um	East	0	4/28/17	2	1	F	1	932	0.588235294
Um	East	0	4/30/17	1	1	F	1	932	0.588235294
Um	East	0	5/1/17	1	1	F	1	932	0.588235294
Um	East	0	5/6/17	1	1	F	1	932	0.588235294
Um	East	0	5/12/17	6	4	F	1	932	0.588235294
Um	East	0	5/14/17	3	3	F	1	932	0.588235294
Um	West	0	5/15/17	2	1	F	0	932	0.588235294
Um	East	0	5/19/17	3	2	F	1	932	0.588235294
Um	East	0	5/24/17	1	0	F	1	932	0.588235294
Um	West	0	5/28/17	2	0	F	0	932	0.588235294
Um	West	0	5/31/17	3	0	F	0	932	0.588235294
Um	West	0	6/2/17	2	0	F	0	932	0.588235294
Um	West	0	6/4/17	3	1	F	0	932	0.588235294
Um	West	0	6/9/17	1	1	F	0	932	0.588235294
Um	West	0	6/11/17	6	2	F	0	932	0.588235294
Um	West	0	6/13/17	1	1	F	0	932	0.588235294
Um	West	0	6/16/17	5	3	F	0	932	0.588235294
Um	West	0	6/17/17	2	0	F	0	932	0.588235294
Um	West	0	6/28/17	2	0	F	0	932	0.588235294
Wi	West	0	3/20/17	1	1	F	0	929	0.529411765
Wi	West	0	3/22/17	1	1	F	0	929	0.529411765
Wi	West	0	3/23/17	2	1	F	0	929	0.529411765
Wi	West	0	3/24/17	3	0	F	0	929	0.529411765
Wi	West	0	4/22/17	2	1	F	0	929	0.529411765
Wi	East	0	4/23/17	2	0	F	1	929	0.529411765
Wi	East	0	4/24/17	7	3	F	1	929	0.529411765
Wi	East	0	4/26/17	3	3	F	1	929	0.529411765
Wi	East	0	4/27/17	2	2	F	1	929	0.529411765
Wi	East	0	4/28/17	4	3	F	1	929	0.529411765
Wi	East	0	5/4/17	1	1	F	1	929	0.529411765
Wi	East	0	5/6/17	3	3	F	1	929	0.529411765
Wi	East	0	5/7/17	2	1	F	1	929	0.529411765
Wi	East	0	5/8/17	1	1	F	1	929	0.529411765
Wi	East	0	5/13/17	1	1	F	1	929	0.529411765
Wi	East	0	5/14/17	5	5	F	1	929	0.529411765
Wi	West	0	5/15/17	4	2	F	0	929	0.529411765
Wi	West	0	5/17/17	2	2	F	0	929	0.529411765
Wi	West	0	5/18/17	3	0	F	0	929	0.529411765
Wi	East	0	5/19/17	1	1	F	1	929	0.529411765
Wi	East	0	5/24/17	2	2	F	1	929	0.529411765
Wi	West	0	5/28/17	4	0	F	0	929	0.529411765
Wi	West	0	5/29/17	1	0	F	0	929	0.529411765
Wi	West	0	5/31/17	6	5	F	0	929	0.529411765
Wi	West	0	6/5/17	2	0	F	0	929	0.529411765
Wi	West	0	6/7/17	18	4	F	0	929	0.529411765
Wi	West	0	6/8/17	13	3	F	0	929	0.529411765
Wi	West	0	6/9/17	1	0	F	0	929	0.529411765
Wi	West	0	6/11/17	3	1	F	0	929	0.529411765
Wi	West	0	6/13/17	1	0	F	0	929	0.529411765
Wi	West	0	6/16/17	1	1	F	0	929	0.529411765
Wi	West	0	6/20/17	1	0	F	0	929	0.529411765
Wi	West	0	6/26/17	3	1	F	0	929	0.529411765
Wi	West	0	6/28/17	4	0	F	0	929	0.529411765
Wi	West	0	6/29/17	1	1	F	0	929	0.529411765
Ze	East	0	3/20/17	1	1	M	1	1024	0.285714286
Ze	East	IC	3/20/17	2	1	M	1	1024	0.285714286
Ze	East	0	3/29/17	2	1	M	1	1024	0.285714286
Ze	East	0	4/1/17	1	0	M	1	1024	0.285714286
Ze	East	0	4/3/17	1	0	M	1	1024	0.285714286
Ze	East	0	4/4/17	1	1	M	1	1024	0.285714286
Ze	East	IC	4/4/17	1	1	M	1	1024	0.285714286
Ze	East	0	4/5/17	1	1	M	1	1024	0.285714286
Ze	East	0	4/7/17	1	0	M	1	1024	0.285714286
Ze	East	IC	4/7/17	4	4	M	1	1024	0.285714286
Ze	East	IC	4/8/17	1	0	M	1	1024	0.285714286
Ze	East	0	4/9/17	1	1	M	1	1024	0.285714286
Ze	East	0	4/10/17	1	0	M	1	1024	0.285714286
Ze	East	IC	4/18/17	1	1	M	1	1024	0.285714286
Ze	West	0	4/20/17	4	4	M	0	1024	0.285714286
Ze	East	0	4/26/17	2	2	M	1	1024	0.285714286
Ze	East	0	4/28/17	2	2	M	1	1024	0.285714286
Ze	East	0	5/6/17	3	3	M	1	1024	0.285714286
Ze	East	0	5/10/17	1	0	M	1	1024	0.285714286
Ze	East	0	5/20/17	1	1	M	1	1024	0.285714286
Ze	West	0	5/28/17	1	0	M	0	1024	0.285714286
Ze	West	0	6/7/17	8	4	M	0	1024	0.285714286
Ze	West	0	6/8/17	5	3	M	0	1024	0.285714286
Ze	West	0	6/9/17	1	0	M	0	1024	0.285714286
Ze	West	0	6/11/17	1	1	M	0	1024	0.285714286
Ze	West	0	6/13/17	1	1	M	0	1024	0.285714286
Ze	West	0	6/17/17	2	0	M	0	1024	0.285714286
Ze	West	0	6/20/17	1	0	M	0	1024	0.285714286
Ze	East	0	6/23/17	1	1	M	1	1024	0.285714286
Ze	West	0	6/28/17	3	0	M	0	1024	0.285714286
Zo	East	0	3/20/17	1	1	F	1	886	0.411764706
Zo	East	IC	3/20/17	2	1	F	1	886	0.411764706
Zo	East	0	3/29/17	4	4	F	1	886	0.411764706
Zo	East	IC	4/2/17	2	1	F	1	886	0.411764706
Zo	East	IC	4/3/17	2	1	F	1	886	0.411764706
Zo	East	0	4/4/17	2	2	F	1	886	0.411764706
Zo	East	0	4/5/17	1	0	F	1	886	0.411764706
Zo	East	0	4/7/17	3	2	F	1	886	0.411764706
Zo	East	IC	4/7/17	2	2	F	1	886	0.411764706
Zo	East	0	4/8/17	3	3	F	1	886	0.411764706
Zo	East	IC	4/8/17	1	1	F	1	886	0.411764706
Zo	West	0	4/10/17	1	1	F	0	886	0.411764706
Zo	East	IC	4/18/17	2	1	F	1	886	0.411764706
Zo	West	0	4/20/17	5	5	F	0	886	0.411764706
Zo	East	0	4/24/17	2	1	F	1	886	0.411764706
Zo	East	0	4/26/17	5	5	F	1	886	0.411764706
Zo	East	0	4/29/17	5	5	F	1	886	0.411764706
Zo	East	0	5/4/17	3	3	F	1	886	0.411764706
Zo	East	0	5/7/17	2	1	F	1	886	0.411764706
Zo	East	0	5/9/17	2	2	F	1	886	0.411764706
Zo	East	0	5/10/17	1	0	F	1	886	0.411764706
Zo	East	0	5/12/17	1	1	F	1	886	0.411764706
Zo	East	0	5/14/17	2	2	F	1	886	0.411764706
Zo	West	0	5/17/17	1	1	F	0	886	0.411764706
Zo	East	0	5/18/17	1	1	F	1	886	0.411764706
Zo	East	0	5/20/17	1	1	F	1	886	0.411764706
Zo	East	0	5/24/17	3	3	F	1	886	0.411764706
Zo	West	0	5/28/17	3	0	F	0	886	0.411764706
Zo	West	0	6/7/17	12	7	F	0	886	0.411764706
Zo	West	0	6/8/17	8	3	F	0	886	0.411764706
Zo	West	0	6/9/17	3	0	F	0	886	0.411764706
Zo	West	0	6/11/17	1	0	F	0	886	0.411764706
Zo	West	0	6/12/17	1	0	F	0	886	0.411764706
Zo	West	0	6/13/17	3	2	F	0	886	0.411764706
Zo	West	0	6/16/17	1	0	F	0	886	0.411764706
Zo	West	0	6/17/17	1	0	F	0	886	0.411764706
Zo	West	0	6/22/17	2	1	F	0	886	0.411764706
Zo	West	0	6/23/17	6	4	F	0	886	0.411764706
Zo	East	0	6/24/17	3	2	F	1	886	0.411764706
Zo	West	0	6/28/17	4	0	F	0	886	0.411764706
